"table_path","before_sha256","after_sha256","unchanged"
"数据/card-completeness.csv","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","true"
"数据/components.csv","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","true"
"数据/condition-sets.csv","9bb6717de7c6a038674d563164e40cf94dfe1f1d923fe787339299e77a057ac5","9bb6717de7c6a038674d563164e40cf94dfe1f1d923fe787339299e77a057ac5","true"
"数据/derived-inputs.csv","96d13946334cecf0ba6ceff6cdc360869a837e8b2868d91ff4ce4af27ccc6a43","96d13946334cecf0ba6ceff6cdc360869a837e8b2868d91ff4ce4af27ccc6a43","true"
"数据/derived-metrics.csv","7e33d6bf8e766e9ef9b318247035c660c0feca9d614bf4da5aa1817b94cfc6c9","7e33d6bf8e766e9ef9b318247035c660c0feca9d614bf4da5aa1817b94cfc6c9","true"
"数据/enums.csv","5864354d6cd26237ff9495e23e0121feb6a7a665f37dcbd1b00b8646e3211474","5864354d6cd26237ff9495e23e0121feb6a7a665f37dcbd1b00b8646e3211474","true"
"数据/facts.csv","55a75c496c304062371ce38e566ee839060ee0706259b0b6e24442fb70b9ae3d","55a75c496c304062371ce38e566ee839060ee0706259b0b6e24442fb70b9ae3d","true"
"数据/field-requirements.csv","e1df2c5584bfbaccdf4352ba8f7a7d2783250d9982473a3d15b649e5521bc62a","e1df2c5584bfbaccdf4352ba8f7a7d2783250d9982473a3d15b649e5521bc62a","true"
"数据/fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","true"
"数据/links.csv","b3b55f4526bfdb9db5ecd848457d87ffc3fa27002d208a109924df40375d0a8d","b3b55f4526bfdb9db5ecd848457d87ffc3fa27002d208a109924df40375d0a8d","true"
"数据/memory-levels.csv","5fb8e34f3d0a8be541310b1fd14bae4e73e36b3e7801544584edcf0eac36fbe1","5fb8e34f3d0a8be541310b1fd14bae4e73e36b3e7801544584edcf0eac36fbe1","true"
"数据/object-relations.csv","9bbe32227f7022a5f9e4fe379d805e60780c15d6987e5b20e3b94ac3241fa353","9bbe32227f7022a5f9e4fe379d805e60780c15d6987e5b20e3b94ac3241fa353","true"
"数据/objects.csv","54800b32b2ee08b45bf0b9ad0aa569b406133a1f74be26d5301ee5de750a1ec7","54800b32b2ee08b45bf0b9ad0aa569b406133a1f74be26d5301ee5de750a1ec7","true"
"数据/precision-paths.csv","a57944459ff3bb927e5e8b08b119c65e633436dfc59b392f12810420eb2e75b4","a57944459ff3bb927e5e8b08b119c65e633436dfc59b392f12810420eb2e75b4","true"
"数据/schema-columns.csv","85129e57f6ab927cac43ca820d7b8df6558516f956bb1525ffca615f66654a6b","85129e57f6ab927cac43ca820d7b8df6558516f956bb1525ffca615f66654a6b","true"
"数据/special-capabilities.csv","ce59d773611e84a22f8f66a3fe78ac79fc6f655f1ca976da16ec0942c72bf59b","ce59d773611e84a22f8f66a3fe78ac79fc6f655f1ca976da16ec0942c72bf59b","true"
